0.000000000000E+00,9.400000000000E+02,0.000000000000E+00,-4.000000000000E+02,1.553675838675E-01,-1.553675838675E-01,-1.553675838675E-01,1.994334949256E+02,8.759067456786E+00,0.000000000000E+00,-7.157884578145E+01,-9.399140399353E+01,-9.073277195407E+00,1.364007478193E+01,-7.232887886290E+00,-1.434785992632E+01,0.000000000000E+00,1.553675838675E-01,0.000000000000E+00,1.553675838675E-01,0.000000000000E+00
0.000000000000E+00,9.600000000000E+02,0.000000000000E+00,-4.000000000000E+02,2.283769268475E-01,-1.974439301838E-01,-1.974439301838E-01,2.857674781222E+02,1.245194372495E+01,0.000000000000E+00,-6.207126836070E+01,-9.008248258037E+01,-1.154922065632E+01,1.919439231181E+01,-9.072090975730E+00,-1.661934452020E+01,0.000000000000E+00,2.283769268475E-01,0.000000000000E+00,2.283769268475E-01,0.000000000000E+00
0.000000000000E+00,9.800000000000E+02,0.000000000000E+00,-4.000000000000E+02,3.040565798554E-01,-2.445055135299E-01,-2.357754747893E-01,3.744884352676E+02,1.779720290641E+01,0.000000000000E+00,-5.463882761097E+01,-8.679462583392E+01,-1.314630798243E+01,2.420438617790E+01,-1.104434645031E+01,-1.767456767064E+01,0.000000000000E+00,3.040565798554E-01,0.000000000000E+00,3.040565798554E-01,0.000000000000E+00
0.000000000000E+00,1.000000000000E+03,0.000000000000E+00,-4.000000000000E+02,3.686696134600E-01,-3.050683737473E-01,-2.776558377128E-01,4.551949498147E+02,2.453699873039E+01,0.000000000000E+00,-5.057752976520E+01,-8.374513339966E+01,-1.438349919939E+01,2.735233028100E+01,-1.344316239898E+01,-1.852174640002E+01,0.000000000000E+00,3.686696134600E-01,0.000000000000E+00,3.686696134600E-01,0.000000000000E+00
0.000000000000E+00,1.020000000000E+03,0.000000000000E+00,-4.000000000000E+02,4.293259285587E-01,-3.708274860247E-01,-3.220861501129E-01,5.342279760487E+02,3.251893112637E+01,0.000000000000E+00,-4.787168394114E+01,-8.074456365418E+01,-1.549203438935E+01,2.975384020666E+01,-1.587091952841E+01,-1.934772118829E+01,0.000000000000E+00,4.293259285587E-01,0.000000000000E+00,4.293259285587E-01,0.000000000000E+00
0.000000000000E+00,1.040000000000E+03,0.000000000000E+00,-4.000000000000E+02,4.904370980498E-01,-4.444759841282E-01,-3.708162422806E-01,6.166677062858E+02,4.171337259823E+01,0.000000000000E+00,-4.588675526677E+01,-7.755196330205E+01,-1.656756330721E+01,3.176491055842E+01,-1.838353454640E+01,-2.020030851989E+01,0.000000000000E+00,4.904370980498E-01,0.000000000000E+00,4.904370980498E-01,0.000000000000E+00
0.000000000000E+00,1.060000000000E+03,0.000000000000E+00,-4.000000000000E+02,5.546708216056E-01,-5.292621264474E-01,-4.256791180156E-01,7.060654346774E+02,5.215728343076E+01,0.000000000000E+00,-4.438140183018E+01,-7.399198633544E+01,-1.766471891331E+01,3.352398680073E+01,-2.103258777247E+01,-2.111379693234E+01,0.000000000000E+00,5.546708216056E-01,0.000000000000E+00,5.546708216056E-01,0.000000000000E+00
0.000000000000E+00,1.080000000000E+03,0.000000000000E+00,-4.000000000000E+02,6.243548897364E-01,-6.291905801198E-01,-4.888486395202E-01,8.059061786631E+02,6.393655806032E+01,0.000000000000E+00,-4.324908369095E+01,-6.989570224982E+01,-1.882654714905E+01,3.509534558985E+01,-2.386489992481E+01,-2.212276577749E+01,0.000000000000E+00,6.243548897364E-01,0.000000000000E+00,6.243548897364E-01,0.000000000000E+00
0.000000000000E+00,1.100000000000E+03,0.000000000000E+00,-4.000000000000E+02,7.015943060810E-01,-7.484643197528E-01,-5.625357943049E-01,9.195859428865E+02,7.718211152454E+01,0.000000000000E+00,-4.244580069977E+01,-6.512420018556E+01,-2.008294839684E+01,3.650925495442E+01,-2.690282628933E+01,-2.325727762036E+01,0.000000000000E+00,7.015943060810E-01,0.000000000000E+00,7.015943060810E-01,0.000000000000E+00
0.000000000000E+00,1.120000000000E+03,0.000000000000E+00,-4.000000000000E+02,7.870696343813E-01,-8.883323993201E-01,-6.472481493798E-01,1.048361105207E+03,9.205614505241E+01,0.000000000000E+00,-4.194858794505E+01,-5.971614382300E+01,-2.142055184226E+01,3.778273629768E+01,-3.008112231378E+01,-2.451248552949E+01,0.000000000000E+00,7.870696343813E-01,0.000000000000E+00,7.870696343813E-01,0.000000000000E+00
0.000000000000E+00,1.140000000000E+03,0.000000000000E+00,-4.000000000000E+02,8.777557620574E-01,-1.041423664452E+00,-7.387599014161E-01,1.187445088523E+03,1.087004407891E+02,0.000000000000E+00,-4.170256158498E+01,-5.410612453846E+01,-2.274171537609E+01,3.894303433079E+01,-3.318300206757E+01,-2.580137345788E+01,0.000000000000E+00,8.777557620574E-01,0.000000000000E+00,8.777557620574E-01,0.000000000000E+00
